SL,Age,gender,PS/SD,Crime_Location,Crime_date,Crime_time,Allegation
1022,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1023,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1024,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1025,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1026,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1027,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1028,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1029,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1030,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1031,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1032,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1033,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1034,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1035,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1036,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1037,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1038,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1039,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1040,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1041,39,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1042,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1043,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1044,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1045,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1046,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1047,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1048,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1049,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1050,56,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1051,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1052,75,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1053,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1054,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1055,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1056,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1057,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1058,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1059,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1060,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1061,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1062,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1063,57,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1064,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1065,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1066,57,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1067,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1068,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1069,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1070,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1071,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1072,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1073,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1074,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1075,70,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1076,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1077,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1078,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1079,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1080,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1081,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1082,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1083,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1084,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1085,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1086,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1087,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1088,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1089,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1090,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1091,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1092,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1093,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1094,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1095,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1096,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1097,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1098,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1099,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1100,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1101,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1102,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1103,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1104,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1105,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1106,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1107,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1108,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1109,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1110,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1111,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1112,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1113,32,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1114,28,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1115,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1116,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1117,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1118,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1119,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1120,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1121,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1122,75,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1123,29,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1124,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1125,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1126,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1127,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1128,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1129,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1130,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1131,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1132,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1133,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1134,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1135,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1136,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1137,32,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1138,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1139,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1140,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1141,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1142,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1143,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1144,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1145,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1146,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1147,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1148,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1149,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1150,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1151,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1152,27,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1153,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1154,51,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1155,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1156,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1157,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1158,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1159,30,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1160,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1161,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1162,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1163,25,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1164,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1165,49,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1166,77,female,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1167,73,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1168,72,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1169,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1170,63,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1171,33,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1172,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1173,54,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1174,72,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1175,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1176,64,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1177,47,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1178,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1179,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1180,47,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1181,44,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1182,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1183,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1184,48,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1185,46,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1186,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1187,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1188,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1189,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1190,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1191,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1192,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1193,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1194,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1195,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1196,32,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1197,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1198,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1199,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1200,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1201,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1202,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1203,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1204,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1205,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1206,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1207,46,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1208,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1209,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1210,37,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1211,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1212,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1213,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1214,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1215,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1216,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1217,28,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1218,26,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1219,47,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1220,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1221,36,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1222,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1223,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1224,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1225,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1226,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1227,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1228,28,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1229,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1230,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1231,33,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1232,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1233,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1234,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1235,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1236,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1237,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1238,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1239,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1240,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1241,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1242,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1243,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1244,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1245,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1246,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1247,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1248,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1249,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1250,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1251,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1252,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1253,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1254,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1255,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1256,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1257,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1258,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1259,36,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1260,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1261,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1262,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1263,36,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1264,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1265,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1266,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1267,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1268,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1269,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1270,39,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1271,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1272,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1273,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1274,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1275,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1276,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1277,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1278,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1279,56,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1280,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1281,75,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1282,36,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1283,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1284,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1285,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1286,48,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1287,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1288,48,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1289,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1290,53,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1291,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1292,57,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1293,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1294,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1295,57,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1296,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1297,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1298,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1299,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1300,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1301,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1302,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1303,53,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1304,70,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1305,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1306,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1307,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1308,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1309,43,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1310,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1311,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1312,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1313,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1314,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1315,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1316,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1317,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1318,43,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1319,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1320,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1321,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1322,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1323,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1324,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1325,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1326,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1327,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1328,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1329,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1330,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1331,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1332,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1333,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1334,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1335,48,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1336,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1337,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1338,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1339,53,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1340,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1341,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1342,32,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1343,28,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1344,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1345,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1346,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1347,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1348,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1349,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1350,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1351,75,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1352,29,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1353,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1354,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1355,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1356,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1357,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1358,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1359,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1360,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1361,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1362,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1363,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1364,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1365,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1366,32,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1367,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1368,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1369,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1370,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1371,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1372,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1373,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1374,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1375,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1376,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1377,43,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1378,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1379,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1380,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1381,27,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1382,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1383,51,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1384,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1385,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1386,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1387,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1388,30,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1389,48,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1390,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1391,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1392,25,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1393,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1394,49,male,matuail,matuail,8/19/2024,3:30:00 PM,attack 
1395,77,female,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1396,73,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1397,72,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1398,52,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1399,63,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1400,33,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1401,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1402,54,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1403,72,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1404,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1405,64,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1406,47,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1407,52,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1408,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1409,47,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
